timestamp,latitude,longitude,mq135,mq2,mq7,temperature,humidity
2026-06-02T11:21:45,12.943635,77.577385,203.01,391.24,246.76,29.04,46.14
2026-06-02T11:22:30,12.943240,77.578589,262.93,455.60,233.60,28.93,48.95
2026-06-02T11:23:15,12.942966,77.579844,245.49,483.27,292.72,28.85,48.60
2026-06-02T11:24:00,12.942818,77.581131,194.71,442.08,235.11,29.34,48.45
2026-06-02T11:24:45,12.942798,77.582433,188.83,452.06,212.42,29.63,51.63
2026-06-02T11:25:30,12.942906,77.583729,250.26,495.27,211.57,29.04,49.88
2026-06-02T11:26:15,12.943140,77.585003,205.06,517.92,239.27,28.49,51.67
2026-06-02T11:27:00,12.943499,77.586234,241.82,577.12,272.08,28.54,45.60
2026-06-02T11:27:45,12.943976,77.587406,269.05,536.93,300.48,29.35,46.60
2026-06-02T11:28:30,12.944565,77.588502,263.10,581.10,273.94,28.91,48.77
2026-06-02T11:29:15,12.945258,77.589506,252.68,616.63,248.39,27.92,51.05
2026-06-02T11:30:00,12.946045,77.590403,273.14,577.76,244.53,29.46,51.60
2026-06-02T11:30:45,12.946916,77.591181,289.33,601.22,287.88,28.48,51.19
2026-06-02T11:31:30,12.947857,77.591828,296.90,650.94,277.09,28.55,51.98
2026-06-02T11:32:15,12.948856,77.592335,241.12,607.92,261.75,29.95,51.70
2026-06-02T11:33:00,12.949898,77.592695,270.72,506.98,291.25,28.32,47.04
2026-06-02T11:33:45,12.950969,77.592901,259.69,470.19,225.14,29.54,53.33
2026-06-02T11:34:30,12.952054,77.592952,225.74,523.60,258.34,27.57,49.07
2026-06-02T11:35:15,12.953137,77.592846,266.52,485.92,275.93,28.46,50.81
2026-06-02T11:36:00,12.954204,77.592585,230.75,414.43,212.25,27.42,54.14
2026-06-02T11:36:45,12.955238,77.592171,204.03,395.71,230.73,27.18,49.85
2026-06-02T11:37:30,12.956226,77.591612,208.57,358.15,215.96,28.64,49.15
2026-06-02T11:38:15,12.957153,77.590914,213.76,384.33,226.20,28.30,49.84
2026-06-02T11:39:00,12.958008,77.590087,244.26,386.60,222.26,27.47,52.38
2026-06-02T11:39:45,12.958776,77.589144,265.33,309.52,256.97,28.32,52.12
2026-06-02T11:40:30,12.959448,77.588097,262.19,278.80,218.12,27.39,51.37
2026-06-02T11:41:15,12.960015,77.586961,239.61,266.13,163.20,28.48,55.14
2026-06-02T11:42:00,12.960468,77.585752,269.02,328.32,257.01,28.13,51.72
2026-06-02T11:42:45,12.960801,77.584487,187.98,227.79,213.07,27.96,55.30
2026-06-02T11:43:30,12.961010,77.583185,190.33,172.37,192.29,26.06,53.53
2026-06-02T11:44:15,12.961091,77.581863,188.62,223.73,174.09,27.71,57.56
2026-06-02T11:45:00,12.961044,77.580540,169.01,178.53,208.09,27.94,58.66
2026-06-02T11:45:45,12.960869,77.579235,216.09,208.84,156.16,27.32,53.94
2026-06-02T11:46:30,12.960570,77.577966,170.30,229.15,178.55,25.57,55.61
2026-06-02T11:47:15,12.960151,77.576752,148.55,197.68,138.16,26.10,57.81
2026-06-02T11:48:00,12.959617,77.575609,174.99,201.46,203.83,25.81,58.11
2026-06-02T11:48:45,12.958976,77.574553,172.68,205.90,181.36,25.13,54.67
2026-06-02T11:49:30,12.958239,77.573600,156.80,172.43,185.40,25.61,57.46
2026-06-02T11:50:15,12.957415,77.572762,180.34,194.71,188.17,26.63,59.97
2026-06-02T11:51:00,12.956516,77.572053,209.36,162.01,182.67,24.85,59.02
2026-06-02T11:51:45,12.955556,77.571480,204.01,161.23,188.73,25.70,56.86
2026-06-02T11:52:30,12.954548,77.571054,221.97,224.87,152.52,24.49,61.45
2026-06-02T11:53:15,12.953506,77.570778,141.49,209.08,169.93,24.29,63.31
